dist-code,dist-name,name,enroll,free,free-percent,reduced,reduced-percent,eligible,eligible-percent
3157,Rsu 04,Sabattus Primary School,181,82,45.3,9,4.97,91,50.28
3158,Rsu 05,Durham Elementary School,427,84,19.67,37,8.67,121,28.34
3163,Rsu 16,Bruce M Whittier Middle School,262,100,38.17,22,8.4,122,46.56
3163,Rsu 16,Elm Street School-Mechanic Falls,276,117,42.39,22,7.97,139,50.36
3163,Rsu 16,Minot Consolidated School,208,53,25.48,8,3.85,61,29.33
3163,Rsu 16,Poland Community School,457,160,35.01,35,7.66,195,42.67
3163,Rsu 16,Poland Regional H S,514,132,25.68,34,6.61,166,32.3
1246,Rsu 52/Msad 52,Greene Central School,372,127,34.14,18,4.84,145,38.98
1246,Rsu 52/Msad 52,Leavitt Area High School,620,177,28.55,49,7.9,226,36.45
1246,Rsu 52/Msad 52,Leeds Central School,198,80,40.4,16,8.08,96,48.48
1246,Rsu 52/Msad 52,Tripp Middle School,314,97,30.89,34,10.83,131,41.72
1246,Rsu 52/Msad 52,Turner Elementary School,201,57,28.36,21,10.45,78,38.81
1246,Rsu 52/Msad 52,Turner Primary School,343,98,28.57,30,8.75,128,37.32
3198,Rsu 73,Livermore Elementary School,476,285,59.87,20,4.2,305,64.08
3198,Rsu 73,Spurce Mt Hs South (Livermore Falls Hs),309,155,50.16,30,9.71,185,59.87
5728,Rumford Group Home,Turner Family Support,4,4,100,0,0,4,100
1360,St Dominic Academy,St Dominick Academy,245,6,2.45,4,1.63,10,4.08
1396,Sweetser Children'S Services,Zzz Lewiston Family Focus,4,2,50,0,0,2,50
1033,Caswell School Department,Dawn F Barnes Elementary Sch,42,29,69.05,3,7.14,32,76.19
5602,Connor Consolidated School,Connor Consolidated School,42,16,38.1,13,30.95,29,69.05
1053,Easton School Department,Easton Elementary School,105,70,66.67,8,7.62,78,74.29
1053,Easton School Department,Easton Junior-Senior High Sch,105,59,56.19,6,5.71,65,61.9
1097,Madawaska School Department,Madawaska Elementary School,284,93,32.75,26,9.15,119,41.9
1097,Madawaska School Department,Madawaska Middle/High School,279,81,29.03,31,11.11,112,40.14
1295,Maine School Of Science And Mathematics,Me Sch Of Science & Mathematics,115,5,4.35,9,7.83,14,12.17
1221,Msad 27,Eagle Lake Elem/Jr High School,87,49,56.32,5,5.75,54,62.07
1221,Msad 27,Fort Kent Community High School,323,123,38.08,20,6.19,143,44.27
1221,Msad 27,Fort Kent Elementary School,474,193,40.72,42,8.86,235,49.58
1221,Msad 27,St Francis Elementary School,56,31,55.36,4,7.14,35,62.5
1221,Msad 27,Wallagrass Elementary School,100,31,31,12,12,43,43
1116,New Sweden School Department,New Sweden Consolidated School,73,30,41.1,9,12.33,39,53.42
1386,Opportunity Training Center,Opportunity Training Center,34,23,67.65,3,8.82,26,76.47
1223,Rsu 29/Msad 29,Houlton Elementary School,410,238,58.05,28,6.83,266,64.88
1223,Rsu 29/Msad 29,Houlton High School,394,157,39.85,31,7.87,188,47.72
1223,Rsu 29/Msad 29,Houlton Junior High School,199,89,44.72,18,9.05,107,53.77
1223,Rsu 29/Msad 29,Houlton Southside School,284,135,47.54,24,8.45,159,55.99
1223,Rsu 29/Msad 29,Wellington School,63,39,61.9,6,9.52,45,71.43
1226,Rsu 32/Msad 32,Ashland District School,326,154,47.24,56,17.18,210,64.42
1227,Rsu 33/Msad 33,Dr Levesque Elementary School,144,47,32.64,15,10.42,62,43.06
1227,Rsu 33/Msad 33,Wisdom Middle High School,151,55,36.42,17,11.26,72,47.68
3174,Rsu 39,Caribou High School,518,189,36.49,41,7.92,230,44.4
3174,Rsu 39,Caribou Middle School,312,130,41.67,17,5.45,147,47.12
3174,Rsu 39,Hilltop Elementary School,302,153,50.66,19,6.29,172,56.95
3174,Rsu 39,Limestone Community School,271,162,59.78,23,8.49,185,68.27
3174,Rsu 39,Teague Park School,274,109,39.78,23,8.39,132,48.18
1236,Rsu 42/Msad 42,Central Aroostook Jr-Sr H S,207,82,39.61,28,13.53,110,53.14
1236,Rsu 42/Msad 42,Fort Street School,257,102,39.69,16,6.23,118,45.91
1239,Rsu 45/Msad 45,Washburn District Elem School,269,139,51.67,26,9.67,165,61.34
1239,Rsu 45/Msad 45,Washburn District High School,106,40,37.74,14,13.21,54,50.94
3199,Rsu 50,So Aroostook Csd School,393,223,56.74,52,13.23,275,69.97
1262,Rsu 70/Msad 70,Mill Pond School,360,210,58.33,27,7.5,237,65.83
1262,Rsu 70/Msad 70,Sad 70 Hodgdon High School,158,67,42.41,19,12.03,86,54.43
1196,Rsu 79/Msad 01,Eva Hoyt Zippel School,345,165,47.83,33,9.57,198,57.39
1196,Rsu 79/Msad 01,Mapleton Elementary School,209,78,37.32,14,6.7,92,44.02
1196,Rsu 79/Msad 01,Pine Street Elementary School,304,164,53.95,24,7.89,188,61.84
1196,Rsu 79/Msad 01,Presque Isle High School,569,189,33.22,53,9.31,242,42.53
1196,Rsu 79/Msad 01,Presque Isle Middle School,434,170,39.17,51,11.75,221,50.92
1214,Rsu 86/Msad 20,Fort Fairfield Elementary School,273,162,59.34,28,10.26,190,69.6
1214,Rsu 86/Msad 20,Fort Fairfield Middle/High School,304,151,49.67,24,7.89,175,57.57
1218,Rsu 88/Msad 24,Van Buren District Secondary Sch,104,43,41.35,9,8.65,52,50
1218,Rsu 88/Msad 24,Van Buren Elementary School,215,123,57.21,10,4.65,133,61.86
1187,Woodland School Department,Woodland Consolidated Sch,138,56,40.58,12,8.7,68,49.28
0,! Doe Inactive,Prides Corner School,335,151,45.07,18,5.37,169,50.45
1296,Arthur R. Gould Sch--Lcydc,Arthur R. Gould Sch--Lcydc,120,108,90,0,0,108,90
5027,Becket Family Of Services,Becket - Gorham,7,7,100,0,0,7,100
1026,Brunswick School Department,Brunswick High School,889,193,21.71,48,5.4,241,27.11
1026,Brunswick School Department,Brunswick Jr High School,537,156,29.05,34,6.33,190,35.38
1026,Brunswick School Department,Coffin School,356,115,32.3,18,5.06,133,37.36
1026,Brunswick School Department,Harriet Beecher Stowe Elementary School,675,194,28.74,39,5.78,233,34.52
1029,Cape Elizabeth School Department,Cape Elizabeth High School,547,23,4.2,6,1.1,29,5.3
1029,Cape Elizabeth School Department,Cape Elizabeth Middle School,556,32,5.76,3,0.54,35,6.29
1029,Cape Elizabeth School Department,Pond Cove Elementary,508,28,5.51,4,0.79,32,6.3
1057,Falmouth School Department,Falmouth Elemetary School,894,67,7.49,12,1.34,79,8.84
1057,Falmouth School Department,Falmouth High School,730,40,5.48,6,0.82,46,6.3
1057,Falmouth School Department,Falmouth Middle School,525,24,4.57,8,1.52,32,6.1
1065,Gorham School Department,Gorham High School,928,152,16.38,35,3.77,187,20.15
1065,Gorham School Department,Gorham Middle School,654,131,20.03,23,3.52,154,23.55
1065,Gorham School Department,Great Falls Elementary School,519,96,18.5,19,3.66,115,22.16
1065,Gorham School Department,Narragansett Elementary School,279,60,21.51,11,3.94,71,25.45
1065,Gorham School Department,Village Elementary School-Gorham,436,62,14.22,6,1.38,68,15.6
1408,Holy Cross School S Portland,Holy Cross School-S Portland,163,25,15.34,1,0.61,26,15.95
1135,Long Island School Department,Long Island Elementary School,16,1,6.25,1,6.25,2,12.5
1297,Me Educational Ctr For The Deaf & Hard Of Hearing,Governor Baxter School For The Deaf,66,40,60.61,5,7.58,45,68.18
5099,N F I North,N.F.I. Bridge Crossing,12,6,50,0,0,6,50
1134,Portland Public Schools,Casco Bay High School,274,118,43.07,9,3.28,127,46.35
1134,Portland Public Schools,Deering High School,928,429,46.23,44,4.74,473,50.97
1134,Portland Public Schools,East End Community School,440,337,76.59,11,2.5,348,79.09
1134,Portland Public Schools,Fred P Hall School,447,161,36.02,14,3.13,175,39.15
1134,Portland Public Schools,Harrison Lyseth Elem School,515,162,31.46,7,1.36,169,32.82
1134,Portland Public Schools,Howard C Reiche Community Sch,336,234,69.64,7,2.08,241,71.73
1134,Portland Public Schools,King Middle School,538,270,50.19,22,4.09,292,54.28
1134,Portland Public Schools,Lincoln Middle School,470,226,48.09,22,4.68,248,52.77
1134,Portland Public Schools,Longfellow School-Portland,391,80,20.46,6,1.53,86,21.99
1134,Portland Public Schools,Lyman Moore Middle School,504,255,50.6,24,4.76,279,55.36
1134,Portland Public Schools,Ocean Avenue School,431,219,50.81,14,3.25,233,54.06
1134,Portland Public Schools,Peaks Island School,64,11,17.19,3,4.69,14,21.88
1134,Portland Public Schools,Portland High School,924,470,50.87,41,4.44,511,55.3
1134,Portland Public Schools,Presumpscot School,271,183,67.53,19,7.01,202,74.54
1134,Portland Public Schools,Riverton School,407,320,78.62,10,2.46,330,81.08
3158,Rsu 05,Freeport High School,529,90,17.01,23,4.35,113,21.36
3158,Rsu 05,Freeport Middle School,267,47,17.6,8,3,55,20.6
3158,Rsu 05,Mast Landing School,264,51,19.32,11,4.17,62,23.48
3158,Rsu 05,Morse Street School,278,59,21.22,5,1.8,64,23.02
3158,Rsu 05,Pownal Elementary School,86,15,17.44,0,0,15,17.44
1200,Rsu 06/ Msad 06,Bonny Eagle High School,1203,350,29.09,106,8.81,456,37.91
1200,Rsu 06/ Msad 06,Edna Libby Elementary School,276,101,36.59,20,7.25,121,43.84
1200,Rsu 06/ Msad 06,George E Jack School,208,71,34.13,15,7.21,86,41.35
1200,Rsu 06/ Msad 06,Steep Falls Elementary School,110,41,37.27,7,6.36,48,43.64
3162,Rsu 14 Raymond/Windham,Jordan-Small Middle School,209,54,25.84,22,10.53,76,36.36
3162,Rsu 14 Raymond/Windham,Manchester School,381,108,28.35,21,5.51,129,33.86
3162,Rsu 14 Raymond/Windham,Raymond Elementary School,223,72,32.29,11,4.93,83,37.22
3162,Rsu 14 Raymond/Windham,Windham High School,1055,244,23.13,37,3.51,281,26.64
3162,Rsu 14 Raymond/Windham,Windham Middle School,653,205,31.39,29,4.44,234,35.83
3162,Rsu 14 Raymond/Windham,Windham Primary School,816,258,31.62,30,3.68,288,35.29
1209,Rsu 15/Msad 15,Burchard A Dunn School,330,95,28.79,23,6.97,118,35.76
1209,Rsu 15/Msad 15,Gray-New Gloucester High School,552,140,25.36,38,6.88,178,32.25
1209,Rsu 15/Msad 15,Gray-New Gloucester Middle School,634,189,29.81,44,6.94,233,36.75
1209,Rsu 15/Msad 15,Memorial School,245,67,27.35,19,7.76,86,35.1
1209,Rsu 15/Msad 15,Russell School,303,87,28.71,16,5.28,103,33.99
1211,Rsu 17/Msad 17,Harrison Elementary,221,132,59.73,29,13.12,161,72.85
1245,Rsu 51/Msad 51,Greely High School,700,48,6.86,20,2.86,68,9.71
1245,Rsu 51/Msad 51,Greely Middle School,500,36,7.2,14,2.8,50,10
1245,Rsu 51/Msad 51,Mabel I Wilson School,572,44,7.69,9,1.57,53,9.27
1245,Rsu 51/Msad 51,North Yarmouth Memorial School,339,24,7.08,6,1.77,30,8.85
1249,Rsu 55/Msad 55,Baldwin Consolidated School,81,28,34.57,17,20.99,45,55.56
1255,Rsu 61/Msad 61,Lake Region High School,561,217,38.68,40,7.13,257,45.81
1255,Rsu 61/Msad 61,Lake Region Middle School,411,170,41.36,27,6.57,197,47.93
1255,Rsu 61/Msad 61,Sebago Elementary School,89,40,44.94,7,7.87,47,52.81
1255,Rsu 61/Msad 61,Songo Locks School,479,196,40.92,30,6.26,226,47.18
1255,Rsu 61/Msad 61,Stevens Brook School,304,166,54.61,22,7.24,188,61.84
1266,Rsu 75/Msad 75,Harpswell Islands School,158,55,34.81,11,6.96,66,41.77
1149,Scarborough School Department,Benjamin Wentworth Intermediate,775,116,14.97,33,4.26,149,19.23
1149,Scarborough School Department,Blue Point School,243,21,8.64,4,1.65,25,10.29
1149,Scarborough School Department,Eight Corners Elementary School,232,51,21.98,8,3.45,59,25.43
1149,Scarborough School Department,Pleasant Hill School,160,16,10,6,3.75,22,13.75
1149,Scarborough School Department,Scarborough High School,1059,94,8.88,52,4.91,146,13.79
1149,Scarborough School Department,Scarborough Middle School,778,71,9.13,45,5.78,116,14.91
1155,South Portland School Department,Daniel F. Mahoney Middle School,331,97,29.31,16,4.83,113,34.14
1155,South Portland School Department,Dora L Small Elementary School,340,88,25.88,14,4.12,102,30
1155,South Portland School Department,Dyer Elementary School,304,60,19.74,8,2.63,68,22.37
1155,South Portland School Department,Frank I Brown Elementary School,288,96,33.33,9,3.13,105,36.46
1155,South Portland School Department,James Otis Kaler Elementary School,181,89,49.17,11,6.08,100,55.25
1155,South Portland School Department,Memorial Middle School,376,130,34.57,19,5.05,149,39.63
1155,South Portland School Department,South Portland High School,873,240,27.49,44,5.04,284,32.53
1155,South Portland School Department,Waldo T Skillin Elementary School,421,211,50.12,15,3.56,226,53.68
3148,St Brigid School,St Brigid School,400,34,8.5,0,0,34,8.5
1175,Westbrook School Department,Congin School,332,120,36.14,32,9.64,152,45.78
1175,Westbrook School Department,Oxford-Cumberland Canal School,218,116,53.21,18,8.26,134,61.47
1175,Westbrook School Department,Saccarappa School,290,158,54.48,21,7.24,179,61.72
1175,Westbrook School Department,Westbrook High School,696,248,35.63,54,7.76,302,43.39
1175,Westbrook School Department,Westbrook Middle School,564,245,43.44,48,8.51,293,51.95
1190,Yarmouth Schools,Frank H Harrison Middle School,452,35,7.74,10,2.21,45,9.96
1190,Yarmouth Schools,William H Rowe School,197,15,7.61,4,2.03,19,9.64
1190,Yarmouth Schools,Yarmouth Elementary School,309,25,8.09,7,2.27,32,10.36
1190,Yarmouth Schools,Yarmouth High School,463,38,8.21,9,1.94,47,10.15
3229,Eustis Public Schools,Stratton Elementary School,90,28,31.11,11,12.22,39,43.33
1203,Rsu 09/ Msad 09,Academy Hill School,201,111,55.22,11,5.47,122,60.7
1203,Rsu 09/ Msad 09,Cape Cod Hill Elem School,210,101,48.1,13,6.19,114,54.29
1203,Rsu 09/ Msad 09,Cascade Brook School,253,103,40.71,19,7.51,122,48.22
1203,Rsu 09/ Msad 09,Gerald D Cushing School,165,90,54.55,9,5.45,99,60
1203,Rsu 09/ Msad 09,Mt Blue High School,737,276,37.45,71,9.63,347,47.08
1203,Rsu 09/ Msad 09,Mt Blue Middle School,359,151,42.06,27,7.52,178,49.58
1203,Rsu 09/ Msad 09,W G Mallett School,404,197,48.76,21,5.2,218,53.96
1252,Rsu 58/ Msad 58,Kingfield Elementary School,137,64,46.72,8,5.84,72,52.55
1252,Rsu 58/ Msad 58,Mt Abram Regional High School,239,102,42.68,30,12.55,132,55.23
1252,Rsu 58/ Msad 58,Phillips Elementary School,155,98,63.23,21,13.55,119,76.77
1252,Rsu 58/ Msad 58,Strong Elementary School,181,91,50.28,22,12.15,113,62.43
3198,Rsu 73,Jay Elementary School,327,157,48.01,20,6.12,177,54.13
3198,Rsu 73,Spruce Mountain Hs North Campus (Jay Hs),242,102,42.15,29,11.98,131,54.13
3198,Rsu 73,Spruce Mountain Middle (Was Jay Middle),359,181,50.42,26,7.24,207,57.66
3184,Rsu 78 (Rangeley Area),Rangeley Lakes Regional School,201,69,34.33,12,5.97,81,40.3
1284,Airline Csd,Airline Community School,42,23,54.76,1,2.38,24,57.14
1012,Bar Harbor School Department,Conners-Emerson School,418,49,11.72,12,2.87,61,14.59
1017,Blue Hill School Department,Blue Hill Consolidated School,237,63,26.58,13,5.49,76,32.07
1024,Brooklin School Department,Brooklin School,59,21,35.59,4,6.78,25,42.37
1025,Brooksville School Department,Brooksville Elementary School,64,22,34.38,7,10.94,29,45.31
1032,Castine School Department,Adams School,62,10,16.13,2,3.23,12,19.35
1046,Dedham School Department,Dedham School,179,41,22.91,7,3.91,48,26.82
1289,Deer Isle-Stonington Csd,Deer Isle-Stonington Elementary Sch,207,97,46.86,24,11.59,121,58.45
1289,Deer Isle-Stonington Csd,Deer Isle-Stonington High Sch,140,46,32.86,15,10.71,61,43.57
1339,Kids Peace New England,Kids Peace New England,37,30,81.08,3,8.11,33,89.19
1112,Mount Desert School Department,Mt Desert Elementary School,168,25,14.88,8,4.76,33,19.64
1283,Mount Desert (High School),Mt Desert Island High School,530,99,18.68,28,5.28,127,23.96
1267,Msad 76,Swans Island Elementary School,34,16,47.06,1,2.94,17,50
1125,Otis School Department,Beech Hill School - Otis,77,31,40.26,11,14.29,42,54.55
1128,Penobscot School Department,Penobscot Elementary School,66,28,42.42,1,1.52,29,43.94
3169,Rsu 24,Cave Hill School,95,49,51.58,14,14.74,63,66.32
3169,Rsu 24,Ellsworth Elementary-Middle School,830,346,41.69,75,9.04,421,50.72
3169,Rsu 24,Ellsworth High School,554,221,39.89,46,8.3,267,48.19
3169,Rsu 24,Hancock Grammar School,217,108,49.77,23,10.6,131,60.37
3169,Rsu 24,Lamoine Consolidated School,118,53,44.92,6,5.08,59,50
3169,Rsu 24,Mountain View School,264,161,60.98,32,12.12,193,73.11
3169,Rsu 24,Peninsula Csd School,208,118,56.73,15,7.21,133,63.94
3169,Rsu 24,Sumner Memorial High School,236,120,50.85,24,10.17,144,61.02
3170,Rsu 25,Bucksport High School,333,124,37.24,14,4.2,138,41.44
3170,Rsu 25,Bucksport Middle School,307,130,42.35,33,10.75,163,53.09
3170,Rsu 25,G Herbert Jewett School,176,134,76.14,11,6.25,145,82.39
3170,Rsu 25,Miles Lane School,293,126,43,26,8.87,152,51.88
1156,Southwest Harbor School Department,Pemetic Elementary School,142,41,28.87,18,12.68,59,41.55
1159,Surry School Department,Surry Elementary School,90,36,40,8,8.89,44,48.89
1150,Sedgwick School Department,Sedgwick Elementary School,87,43,49.43,13,14.94,56,64.37
1162,Tremont School Department,Tremont Consolidated School,111,37,33.33,9,8.11,46,41.44
1163,Trenton School Department,Trenton Elementary School,102,46,45.1,15,14.71,61,59.8
1008,Augusta Public Schools,Cony High School,1110,445,40.09,85,7.66,530,47.75
1008,Augusta Public Schools,Farrington School,386,228,59.07,28,7.25,256,66.32
1008,Augusta Public Schools,Lillian Parks Hussey School,203,92,45.32,16,7.88,108,53.2
1008,Augusta Public Schools,Lincoln School,286,172,60.14,13,4.55,185,64.69
1008,Augusta Public Schools,Sylvio J Gilbert School,398,241,60.55,27,6.78,268,67.34
5027,Becket Family Of Services,Becket - Litchfield,10,10,100,0,0,10,100
5027,Becket Family Of Services,Belgrade House,12,12,100,0,0,12,100
5027,Becket Family Of Services,Central Maine Learning Center,40,40,100,0,0,40,100
1332,Erskine Academy,Erskine Academy,622,132,21.22,43,6.91,175,28.14
1058,Fayette School Department,Fayette Central School,70,16,22.86,8,11.43,24,34.29
1415,Mount Merici School,Mount Merici School,171,8,4.68,0,0,8,4.68
5099,N F I North,N.F.I. Sidney Riverbend,8,6,75,0,0,6,75
3156,Rsu 02 Kennebec Intra-District,Hall-Dale Elementary School,350,122,34.86,10,2.86,132,37.71
3156,Rsu 02 Kennebec Intra-District,Hall-Dale High School,314,102,32.48,14,4.46,116,36.94
3156,Rsu 02 Kennebec Intra-District,Hall-Dale Middle School,217,73,33.64,9,4.15,82,37.79
3156,Rsu 02 Kennebec Intra-District,Henry L Cottrell School,208,75,36.06,4,1.92,79,37.98
3156,Rsu 02 Kennebec Intra-District,Monmouth Academy,237,49,20.68,12,5.06,61,25.74
3156,Rsu 02 Kennebec Intra-District,Monmouth Middle School,268,80,29.85,14,5.22,94,35.07
3157,Rsu 04,Carrie Ricker Middle School,300,130,43.33,20,6.67,150,50
3157,Rsu 04,Libby-Tozier School,194,99,51.03,9,4.64,108,55.67
1205,Rsu 11/Msad 11,Gardiner Area High School,646,191,29.57,43,6.66,234,36.22
1205,Rsu 11/Msad 11,Gardiner Regional Middle School,478,220,46.03,31,6.49,251,52.51
1205,Rsu 11/Msad 11,Helen Thompson School,256,85,33.2,15,5.86,100,39.06
1205,Rsu 11/Msad 11,Laura E Richards School,193,108,55.96,8,4.15,116,60.1
1205,Rsu 11/Msad 11,Pittston Consolidated School,182,61,33.52,12,6.59,73,40.11
1205,Rsu 11/Msad 11,River View Community School,190,99,52.11,11,5.79,110,57.89
1205,Rsu 11/Msad 11,Teresa C Hamlin Elem School,91,43,47.25,9,9.89,52,57.14
3160,Rsu 12 Sheepscot Valley Regional School Unit,Chelsea Elementary School,227,87,38.33,17,7.49,104,45.81
3160,Rsu 12 Sheepscot Valley Regional School Unit,Windsor Elementary School,273,113,41.39,26,9.52,139,50.92
3164,Rsu 18,Belgrade Central School,314,111,35.35,23,7.32,134,42.68
3164,Rsu 18,China Middle School,225,62,27.56,25,11.11,87,38.67
3164,Rsu 18,China Primary School,269,112,41.64,19,7.06,131,48.7
3164,Rsu 18,James H Bean School,345,88,25.51,28,8.12,116,33.62
3164,Rsu 18,Messalonskee High School,788,176,22.34,60,7.61,236,29.95
3164,Rsu 18,Messalonskee Middle School,561,154,27.45,59,10.52,213,37.97
3164,Rsu 18,Ralph M Atwood Primary School,247,120,48.58,22,8.91,142,57.49
3164,Rsu 18,Williams Elementary School,233,102,43.78,24,10.3,126,54.08
3173,Rsu 38,Manchester Elementary School,175,39,22.29,5,2.86,44,25.14
3173,Rsu 38,Maranacook Community High Sch,398,87,21.86,25,6.28,112,28.14
3173,Rsu 38,Maranacook Community Middle Sch,289,87,30.1,25,8.65,112,38.75
3173,Rsu 38,Mt Vernon Elementary School,121,47,38.84,9,7.44,56,46.28
3173,Rsu 38,Phoenix Academy,10,10,100,0,0,10,100
3173,Rsu 38,Readfield Elementary School,175,47,26.86,24,13.71,71,40.57
3173,Rsu 38,Wayne Elementary School,65,15,23.08,6,9.23,21,32.31
1243,Rsu 49/Msad 49,Albion Elementary School,141,88,62.41,14,9.93,102,72.34
1243,Rsu 49/Msad 49,Benton Elementary School,635,346,54.49,80,12.6,426,67.09
1243,Rsu 49/Msad 49,Clinton Elementary School,285,171,60,16,5.61,187,65.61
1396,Sweetser Children'S Services,Zzz Waterville Family Focus,2,2,100,0,0,2,100
1166,Vassalboro School Department,Vassalboro Community School,431,196,45.48,26,6.03,222,51.51
1170,Waterville Public Schools,Albert S Hall School,245,148,60.41,15,6.12,163,66.53
1170,Waterville Public Schools,George J Mitchell School,541,348,64.33,34,6.28,382,70.61
1170,Waterville Public Schools,Waterville Junior High School,417,220,52.76,34,8.15,254,60.91
1170,Waterville Public Schools,Waterville Senior High School,639,271,42.41,47,7.36,318,49.77
1185,Winthrop Public Schools,Winthrop Grade School,428,153,35.75,15,3.5,168,39.25
1185,Winthrop Public Schools,Winthrop High School,228,64,28.07,11,4.82,75,32.89
1185,Winthrop Public Schools,Winthrop Middle School,213,63,29.58,12,5.63,75,35.21
1183,Winslow Schools,Winslow Elementary School,495,216,43.64,45,9.09,261,52.73
1183,Winslow Schools,Winslow High School,477,144,30.19,39,8.18,183,38.36
1183,Winslow Schools,Winslow Junior High School,309,93,30.1,24,7.77,117,37.86
0,! Doe Inactive,Georges Valley High School,347,156,44.96,26,7.49,182,52.45
0,! Doe Inactive,Rockland District High School,496,194,39.11,38,7.66,232,46.77
1004,Appleton School Department,Appleton Village School,145,45,31.03,13,8.97,58,40
1294,Five Town Csd,Camden Hills Regional H S,641,130,20.28,71,11.08,201,31.36
1077,Hope School Department,Hope Elementary School,167,44,26.35,20,11.98,64,38.32
1202,Rsu 08/Msad 08,Vinalhaven School,172,69,40.12,26,15.12,95,55.23
3161,Rsu 13,Cushing Community School,73,37,50.68,3,4.11,40,54.79
3161,Rsu 13,Gilford Butler School,83,37,44.58,3,3.61,40,48.19
3161,Rsu 13,Lura Libby School,164,85,51.83,8,4.88,93,56.71
3161,Rsu 13,Owls Head Central School,70,23,32.86,4,5.71,27,38.57
3161,Rsu 13,Rockland District Middle School,209,106,50.72,12,5.74,118,56.46
3161,Rsu 13,South School,288,180,62.5,9,3.13,189,65.63
3161,Rsu 13,St George School,195,89,45.64,22,11.28,111,56.92
3161,Rsu 13,Thomaston Grammar School,135,56,41.48,11,8.15,67,49.63
1222,Rsu 28/Msad 28,Camden-Rockport Middle School,366,85,23.22,18,4.92,103,28.14
1222,Rsu 28/Msad 28,Rockport Elementary School,341,94,27.57,15,4.4,109,31.96
1234,Rsu 40/Msad 40,Friendship Village School,104,49,47.12,8,7.69,57,54.81
1234,Rsu 40/Msad 40,Prescott Memorial School,105,49,46.67,15,14.29,64,60.95
1234,Rsu 40/Msad 40,Union Elementary,121,55,45.45,14,11.57,69,57.02
1234,Rsu 40/Msad 40,Warren Community School,349,164,46.99,40,11.46,204,58.45
3178,Aos 93 Central Lincoln County School System,Bristol Consolidated School,176,72,40.91,8,4.55,80,45.45
3178,Aos 93 Central Lincoln County School System,Great Salt Bay Community School,412,142,34.47,24,5.83,166,40.29
3178,Aos 93 Central Lincoln County School System,Jefferson Village School,186,75,40.32,23,12.37,98,52.69
3178,Aos 93 Central Lincoln County School System,Nobleboro Central School,131,45,34.35,15,11.45,60,45.8
3178,Aos 93 Central Lincoln County School System,South Bristol Elementary School,64,19,29.69,11,17.19,30,46.88
1281,Boothbay-Boothbay Hbr Csd,Boothbay Region Elem School,381,145,38.06,24,6.3,169,44.36
1281,Boothbay-Boothbay Hbr Csd,Boothbay Region High School,216,67,31.02,8,3.7,75,34.72
1055,Edgecomb School Department,Edgecomb Eddy School,97,46,47.42,8,8.25,54,55.67
1364,Lincoln Academy,Lincoln Academy,492,128,26.02,27,5.49,155,31.5
3156,Rsu 02 Kennebec Intra-District,Dresden Elementary School,84,41,48.81,3,3.57,44,52.38
3160,Rsu 12 Sheepscot Valley Regional School Unit,Somerville Elementary School,23,17,73.91,1,4.35,18,78.26
3160,Rsu 12 Sheepscot Valley Regional School Unit,Whitefield Elementary School,189,77,40.74,22,11.64,99,52.38
3160,Rsu 12 Sheepscot Valley Regional School Unit,Wiscasset High School,209,93,44.5,16,7.66,109,52.15
