dist-code,dist-name,name,enroll,free,free-percent,reduced,reduced-percent,eligible,eligible-percent
3160,Rsu 12 Sheepscot Valley Regional School Unit,Wiscasset Middle School,173,84,48.55,9,5.2,93,53.76
3160,Rsu 12 Sheepscot Valley Regional School Unit,Wiscasset Primary School,221,100,45.25,15,6.79,115,52.04
1234,Rsu 40/Msad 40,Medomak Middle School,310,126,40.65,23,7.42,149,48.06
1234,Rsu 40/Msad 40,Medomak Valley High School,561,226,40.29,58,10.34,284,50.62
1234,Rsu 40/Msad 40,Miller School,322,198,61.49,14,4.35,212,65.84
1154,Southport School Department,Southport Central School,31,9,29.03,1,3.23,10,32.26
1348,Fryeburg Academy,Fryeburg Academy,637,105,16.48,34,5.34,139,21.82
1394,Holy Savior School,Holy Savior School,48,2,4.17,3,6.25,5,10.42
3159,Rsu 10 Western Foothills,Buckfield Jr-Sr High School,287,159,55.4,25,8.71,184,64.11
3159,Rsu 10 Western Foothills,Dirigo Elementary School,373,217,58.18,23,6.17,240,64.34
3159,Rsu 10 Western Foothills,Dirigo High School,345,139,40.29,25,7.25,164,47.54
3159,Rsu 10 Western Foothills,Hartford-Sumner Elementary School,310,160,51.61,41,13.23,201,64.84
3159,Rsu 10 Western Foothills,Meroby Elementary School,299,202,67.56,22,7.36,224,74.92
3159,Rsu 10 Western Foothills,Mountain Valley High School,409,231,56.48,40,9.78,271,66.26
3159,Rsu 10 Western Foothills,Mountain Valley Middle School,306,199,65.03,22,7.19,221,72.22
3159,Rsu 10 Western Foothills,Rumford Elementary,284,212,74.65,9,3.17,221,77.82
3159,Rsu 10 Western Foothills,T W Kelly Dirigo Middle School,218,95,43.58,30,13.76,125,57.34
1211,Rsu 17/Msad 17,Agnes Gray School,95,60,63.16,8,8.42,68,71.58
1211,Rsu 17/Msad 17,Guy E Rowe School,441,287,65.08,20,4.54,307,69.61
1211,Rsu 17/Msad 17,Hebron Station School,132,41,31.06,16,12.12,57,43.18
1211,Rsu 17/Msad 17,Otisfield Community School,80,34,42.5,9,11.25,43,53.75
1211,Rsu 17/Msad 17,Oxford Elementary School,398,270,67.84,27,6.78,297,74.62
1211,Rsu 17/Msad 17,Oxford Hills Comprehensive H S,1060,500,47.17,73,6.89,573,54.06
1211,Rsu 17/Msad 17,Oxford Hills Middle School,536,295,55.04,55,10.26,350,65.3
1211,Rsu 17/Msad 17,Paris Elementary School,465,278,59.78,33,7.1,311,66.88
1211,Rsu 17/Msad 17,Waterford Memorial School,76,49,64.47,3,3.95,52,68.42
1238,Rsu 44 / Msad 44,Andover Elementary School,33,19,57.58,2,6.06,21,63.64
1238,Rsu 44 / Msad 44,Crescent Park School,270,128,47.41,8,2.96,136,50.37
1238,Rsu 44 / Msad 44,Telstar High School,252,105,41.67,18,7.14,123,48.81
1238,Rsu 44 / Msad 44,Telstar Middle School,201,102,50.75,15,7.46,117,58.21
1238,Rsu 44 / Msad 44,Woodstock School,81,44,54.32,8,9.88,52,64.2
1249,Rsu 55/Msad 55,Sacopee Valley High Sch,398,179,44.97,41,10.3,220,55.28
1249,Rsu 55/Msad 55,Sacopee Valley Middle School,359,177,49.3,34,9.47,211,58.77
1249,Rsu 55/Msad 55,South Hiram Elementary School,207,127,61.35,16,7.73,143,69.08
1264,Rsu 72 / Msad 72,Charles A Snow School,225,93,41.33,13,5.78,106,47.11
1264,Rsu 72 / Msad 72,Denmark Elementary School,95,33,34.74,5,5.26,38,40
1264,Rsu 72 / Msad 72,Molly Ockett Middle School,264,104,39.39,21,7.95,125,47.35
1264,Rsu 72 / Msad 72,New Suncook School,192,98,51.04,17,8.85,115,59.9
1278,Rumford-Region 9,School Of Applied Tech-Region 9,154,88,57.14,10,6.49,98,63.64
0,! Doe Inactive,Millinocket Middle School,68,37,54.41,4,5.88,41,60.29
1011,Bangor School Department,Abraham Lincoln School,221,98,44.34,11,4.98,109,49.32
1011,Bangor School Department,Bangor High School,1208,392,32.45,77,6.37,469,38.82
1011,Bangor School Department,Downeast School,339,300,88.5,12,3.54,312,92.04
1011,Bangor School Department,Fairmount School,296,175,59.12,21,7.09,196,66.22
1011,Bangor School Department,Fourteenth Street School,157,45,28.66,9,5.73,54,34.39
1011,Bangor School Department,Fruit Street School,344,101,29.36,19,5.52,120,34.88
1011,Bangor School Department,James F. Doughty School,379,214,56.46,28,7.39,242,63.85
1011,Bangor School Department,Mary Snow School,264,83,31.44,13,4.92,96,36.36
1011,Bangor School Department,Vine Street School,248,158,63.71,10,4.03,168,67.74
1011,Bangor School Department,William S. Cohen School,394,126,31.98,24,6.09,150,38.07
1021,Brewer School Department,Brewer Community School,953,306,32.11,59,6.19,365,38.3
1021,Brewer School Department,Brewer High School,722,177,24.52,43,5.96,220,30.47
1052,East Millinocket School Department,Opal Myrick Elementary School,142,90,63.38,6,4.23,96,67.61
1052,East Millinocket School Department,Schenck High School,156,74,47.44,17,10.9,91,58.33
1063,Glenburn Public Schools,Glenburn Elementary School,432,123,28.47,25,5.79,148,34.26
1069,Greenbush School Department,Helen S Dunn Elementary School,152,84,55.26,18,11.84,102,67.11
1074,Hermon School Department,Hermon Elementary School,362,79,21.82,16,4.42,95,26.24
1074,Hermon School Department,Hermon High School,546,101,18.5,28,5.13,129,23.63
1074,Hermon School Department,Hermon Middle School,292,49,16.78,18,6.16,67,22.95
1270,Indian Island,Indian Island School,122,68,55.74,37,30.33,105,86.07
1271,Indian Township,Peter Dana School,137,107,78.1,9,6.57,116,84.67
5604,Kingman School,Kingman Elementary School,9,7,77.78,1,11.11,8,88.89
1356,Lee Academy,Lee Academy,270,99,36.67,20,7.41,119,44.07
1105,Medway School Department,Medway Middle School,136,74,54.41,9,6.62,83,61.03
1106,Milford School Department,Dr Lewis S Libby School,337,183,54.3,28,8.31,211,62.61
1107,Millinocket School Department,Granite Street School,279,170,60.93,22,7.89,192,68.82
1107,Millinocket School Department,Stearns High School,208,100,48.08,18,8.65,118,56.73
1298,Mountain View Youth Dev Ctr,Mountain View Youth Dev Ctr,83,71,85.54,0,0,71,85.54
1240,Msad 46,Dexter Regional High School,500,145,29,36,7.2,181,36.2
1240,Msad 46,Ridge View Community School,715,423,59.16,61,8.53,484,67.69
5099,N F I North,N.F.I. Summit View,4,4,100,0,0,4,100
1124,Orrington School Department,Center Drive School,402,81,20.15,25,6.22,106,26.37
3165,Rsu 19,Corinna Elementary School,158,84,53.16,18,11.39,102,64.56
3165,Rsu 19,Etna-Dixmont School,242,112,46.28,26,10.74,138,57.02
3165,Rsu 19,Newport Elementary School,310,152,49.03,23,7.42,175,56.45
3165,Rsu 19,Nokomis Regional High School,719,330,45.9,61,8.48,391,54.38
3165,Rsu 19,Sebasticook Valley Middle School,338,165,48.82,38,11.24,203,60.06
1216,Rsu 22/Msad 22,Earl C Mcgraw School,320,65,20.31,14,4.38,79,24.69
1216,Rsu 22/Msad 22,George B Weatherbee School,317,52,16.4,23,7.26,75,23.66
1216,Rsu 22/Msad 22,Hampden Academy,743,149,20.05,35,4.71,184,24.76
1216,Rsu 22/Msad 22,Newburgh Elementary School,34,14,41.18,2,5.88,16,47.06
1216,Rsu 22/Msad 22,Reeds Brook Middle School,331,55,16.62,12,3.63,67,20.24
3171,Rsu 26 Orono,Asa C Adams School,247,73,29.55,4,1.62,77,31.17
3171,Rsu 26 Orono,Orono High School,361,87,24.1,9,2.49,96,26.59
3171,Rsu 26 Orono,Orono Middle School,148,38,25.68,3,2.03,41,27.7
1224,Rsu 30/Msad 30,Edith A Lombard School (New),15,10,66.67,1,6.67,11,73.33
1224,Rsu 30/Msad 30,Lee/Winn School,90,57,63.33,15,16.67,72,80
1224,Rsu 30/Msad 30,Mt Jefferson Jr High School,86,53,61.63,12,13.95,65,75.58
1225,Rsu 31/Msad 31,Enfield Station Elementary School,275,150,54.55,27,9.82,177,64.36
1225,Rsu 31/Msad 31,Hichborn Middle School,128,57,44.53,15,11.72,72,56.25
1225,Rsu 31/Msad 31,Penobscot Valley High School,174,75,43.1,25,14.37,100,57.47
3172,Rsu 34 Old Town/ Alton/ Bradley,Alton Elementary School,46,21,45.65,3,6.52,24,52.17
3172,Rsu 34 Old Town/ Alton/ Bradley,Leonard Middle School,309,130,42.07,30,9.71,160,51.78
3172,Rsu 34 Old Town/ Alton/ Bradley,Old Town Elementary School,545,264,48.44,49,8.99,313,57.43
3172,Rsu 34 Old Town/ Alton/ Bradley,Old Town High School,496,210,42.34,37,7.46,247,49.8
3172,Rsu 34 Old Town/ Alton/ Bradley,Viola Rand School,61,14,22.95,1,1.64,15,24.59
1235,Rsu 41/Msad 41,Marion C Cook School,41,25,60.98,4,9.76,29,70.73
3199,Rsu 50,Katahdin Elementary School,226,140,61.95,16,7.08,156,69.03
3199,Rsu 50,Katahdin Middle/High School,185,83,44.86,21,11.35,104,56.22
1257,Rsu 63/Msad 63,Eddington School,177,67,37.85,13,7.34,80,45.2
1257,Rsu 63/Msad 63,Holbrook School,288,75,26.04,9,3.13,84,29.17
1257,Rsu 63/Msad 63,Holden School,164,29,17.68,9,5.49,38,23.17
1258,Rsu 64/Msad 64,Bradford Elementary School,93,54,58.06,10,10.75,64,68.82
1258,Rsu 64/Msad 64,Central High School,340,128,37.65,31,9.12,159,46.76
1258,Rsu 64/Msad 64,Central Middle School,303,125,41.25,31,10.23,156,51.49
1258,Rsu 64/Msad 64,Hudson Elementary School,54,25,46.3,9,16.67,34,62.96
1258,Rsu 64/Msad 64,Kenduskeag Elementary School,131,70,53.44,11,8.4,81,61.83
1258,Rsu 64/Msad 64,Morison Memorial School,222,110,49.55,14,6.31,124,55.86
1258,Rsu 64/Msad 64,Stetson Elementary School,44,25,56.82,1,2.27,26,59.09
3175,Rsu 67,Ella P Burr School,419,245,58.47,40,9.55,285,68.02
3175,Rsu 67,Mattanawcook Academy,355,137,38.59,32,9.01,169,47.61
3175,Rsu 67,Mattanawcook Jr High School,368,195,52.99,28,7.61,223,60.6
3175,Rsu 67,No Penobscot Tech-Region 3,0,55,0,12,0,67,0
1217,Rsu 87/Msad 23,Caravel Middle School,213,86,40.38,19,8.92,105,49.3
1217,Rsu 87/Msad 23,Carmel Elementary School,215,78,36.28,31,14.42,109,50.7
1217,Rsu 87/Msad 23,Suzanne M Smith Elementary School,250,115,46,18,7.2,133,53.2
1167,Veazie Public Schools,Veazie Community School,172,52,30.23,2,1.16,54,31.4
0,! Doe Inactive,Greenville Middle/High School,134,52,38.81,18,13.43,70,52.24
0,! Doe Inactive,Nickerson Elementary School,103,48,46.6,10,9.71,58,56.31
1335,Foxcroft Academy,Foxcroft Academy,457,130,28.45,29,6.35,159,34.79
1235,Rsu 41/Msad 41,Brownville Elementary School,112,67,59.82,19,16.96,86,76.79
1235,Rsu 41/Msad 41,Milo Elementary School,228,161,70.61,23,10.09,184,80.7
1235,Rsu 41/Msad 41,Penquis Valley High School,352,197,55.97,39,11.08,236,67.05
1261,Rsu 68/Msad 68,Se Do Mo Cha Elementary School,331,145,43.81,30,9.06,175,52.87
1261,Rsu 68/Msad 68,Se Do Mo Cha Middle School,323,127,39.32,20,6.19,147,45.51
1198,Rsu 80/Msad 4,Piscataquis Community Elementary School,362,229,63.26,27,7.46,256,70.72
1198,Rsu 80/Msad 4,Piscataquis Community Secondary School,339,167,49.26,35,10.32,202,59.59
1061,Georgetown School Department,Georgetown Central School,90,26,28.89,7,7.78,33,36.67
5099,N F I North,N.F.I. Oliver Place,4,4,100,0,0,4,100
3152,Rsu 01 - Lower Kennebec Rsu,Bath Middle School,393,173,44.02,27,6.87,200,50.89
3152,Rsu 01 - Lower Kennebec Rsu,Dike-Newell School,319,179,56.11,17,5.33,196,61.44
3152,Rsu 01 - Lower Kennebec Rsu,Fisher-Mitchell School,226,137,60.62,16,7.08,153,67.7
3152,Rsu 01 - Lower Kennebec Rsu,Morse High School Bath 1171,649,214,32.97,25,3.85,239,36.83
3152,Rsu 01 - Lower Kennebec Rsu,Phippsburg Elementary School,98,40,40.82,2,2.04,42,42.86
3152,Rsu 01 - Lower Kennebec Rsu,West Bath School,141,56,39.72,8,5.67,64,45.39
3152,Rsu 01 - Lower Kennebec Rsu,Woolwich Central School,334,86,25.75,21,6.29,107,32.04
3156,Rsu 02 Kennebec Intra-District,Marcia Buker School,271,131,48.34,15,5.54,146,53.87
3156,Rsu 02 Kennebec Intra-District,Richmond High School,142,58,40.85,10,7.04,68,47.89
3156,Rsu 02 Kennebec Intra-District,Richmond Middle School,119,49,41.18,9,7.56,58,48.74
1266,Rsu 75/Msad 75,Bowdoin Central School,212,81,38.21,18,8.49,99,46.7
1266,Rsu 75/Msad 75,Bowdoinham Community School,197,82,41.62,11,5.58,93,47.21
1266,Rsu 75/Msad 75,Mt Ararat High School,873,204,23.37,83,9.51,287,32.88
1266,Rsu 75/Msad 75,Mt Ararat Middle School,614,164,26.71,51,8.31,215,35.02
1266,Rsu 75/Msad 75,Williams-Cone School,210,39,18.57,18,8.57,57,27.14
1266,Rsu 75/Msad 75,Woodside Elementary School,359,103,28.69,32,8.91,135,37.6
3231,Athens Public Schools,Athens Elementary School,149,76,51.01,22,14.77,98,65.77
5027,Becket Family Of Services,Becket @ Norridgewock,8,8,100,0,0,8,100
1340,Good Will-Hinckley,Glen Stratton Learning Center,18,17,94.44,0,0,17,94.44
1073,Harmony School Dept,Harmony Elementary,103,49,47.57,10,9.71,59,57.28
1369,Maine Central Institute,Maine Central Institute,452,106,23.45,26,5.75,132,29.2
3165,Rsu 19,Hartland Consolidated School,167,120,71.86,10,5.99,130,77.84
3165,Rsu 19,Somerset Valley Middle School,260,152,58.46,26,10,178,68.46
3165,Rsu 19,St Albans Consolidated,126,76,60.32,9,7.14,85,67.46
1243,Rsu 49/Msad 49,Fairfield Primary School,184,107,58.15,14,7.61,121,65.76
1243,Rsu 49/Msad 49,Lawrence High School,728,304,41.76,64,8.79,368,50.55
1243,Rsu 49/Msad 49,Lawrence Jr High School,359,162,45.13,31,8.64,193,53.76
1247,Rsu 53/Msad 53,Manson Park School,124,73,58.87,9,7.26,82,66.13
1247,Rsu 53/Msad 53,Vickery School,283,137,48.41,21,7.42,158,55.83
1247,Rsu 53/Msad 53,Warsaw Middle School,332,141,42.47,37,11.14,178,53.61
1248,Rsu 54 / Msad 54,Bloomfield Elementary School,372,220,59.14,25,6.72,245,65.86
1248,Rsu 54 / Msad 54,Canaan Elementary School,269,168,62.45,14,5.2,182,67.66
1248,Rsu 54 / Msad 54,Margaret Chase Smith Sch.-Skowhegan,277,171,61.73,17,6.14,188,67.87
1248,Rsu 54 / Msad 54,Mill Stream Elementary School,405,226,55.8,28,6.91,254,62.72
1248,Rsu 54 / Msad 54,North Elementary School,163,100,61.35,9,5.52,109,66.87
1248,Rsu 54 / Msad 54,Skowhegan Area High School,836,382,45.69,68,8.13,450,53.83
1248,Rsu 54 / Msad 54,Skowhegan Area Middle School,412,218,52.91,41,9.95,259,62.86
1253,Rsu 59/Msad 59,Madison Area Memorial H S,298,121,40.6,39,13.09,160,53.69
1253,Rsu 59/Msad 59,Madison Elementary School,248,144,58.06,26,10.48,170,68.55
1253,Rsu 59/Msad 59,Madison Junior High School,232,116,50,27,11.64,143,61.64
1265,Rsu 74/Msad 74,Carrabec Community School,283,169,59.72,29,10.25,198,69.96
1265,Rsu 74/Msad 74,Carrabec High School,244,111,45.49,29,11.89,140,57.38
1265,Rsu 74/Msad 74,Garret Schenck School,87,60,68.97,6,6.9,66,75.86
1265,Rsu 74/Msad 74,Solon Elementary School,108,67,62.04,12,11.11,79,73.15
1206,Rsu 82/Msad 12,Forest Hills Consolidated School,175,66,37.71,14,8,80,45.71
1207,Rsu 83/Msad 13,Moscow Elementary,74,41,55.41,7,9.46,48,64.86
1207,Rsu 83/Msad 13,Quimby Middle School,74,42,56.76,7,9.46,49,66.22
1207,Rsu 83/Msad 13,Upper Kennebec Valley Senior Hs,73,44,60.27,4,5.48,48,65.75
5722,Youth & Family Services,Halcyon House Y.F.S.,10,10,100,0,0,10,100
721,Zzz Good Will - Hinkley,Zzz Maine Academy Of Natural Science,20,10,50,2,10,12,60
0,! Doe Inactive,Belfast Family Focus,3,2,66.67,0,0,2,66.67
0,! Doe Inactive,Plymouth Farm Family Focus,5,4,80,0,0,4,80
0,! Doe Inactive,The School At Sweetser Belfast,33,14,42.42,0,0,14,42.42
1079,Islesboro School Department,Islesboro Central School,93,19,20.43,4,4.3,23,24.73
1091,Lincolnville School Department,Lincolnville Central School,191,59,30.89,15,7.85,74,38.74
1197,Rsu 03/Msad 03,Monroe Elementary School,62,44,70.97,6,9.68,50,80.65
1197,Rsu 03/Msad 03,Morse Memorial School,119,78,65.55,6,5.04,84,70.59
1197,Rsu 03/Msad 03,Mt View Elementary School,264,163,61.74,28,10.61,191,72.35
1197,Rsu 03/Msad 03,Mt View High School,447,239,53.47,45,10.07,284,63.53
1197,Rsu 03/Msad 03,Mt View Jr High School,347,211,60.81,33,9.51,244,70.32
1197,Rsu 03/Msad 03,Troy Central School,81,55,67.9,8,9.88,63,77.78
1197,Rsu 03/Msad 03,Unity Elementary School,53,40,75.47,5,9.43,45,84.91
1197,Rsu 03/Msad 03,Walker Memorial School,102,59,57.84,11,10.78,70,68.63
3160,Rsu 12 Sheepscot Valley Regional School Unit,Palermo Consolidated School,128,28,21.88,8,6.25,36,28.13
3166,Rsu 20,Ames Elementary School,110,55,50,14,12.73,69,62.73
3166,Rsu 20,Belfast Area High School,596,259,43.46,42,7.05,301,50.5
3166,Rsu 20,Captain Albert W. Stevens School,297,140,47.14,23,7.74,163,54.88
3166,Rsu 20,East Belfast School,134,78,58.21,9,6.72,87,64.93
3166,Rsu 20,Edna Drinkwater School,101,47,46.53,6,5.94,53,52.48
3166,Rsu 20,Frankfort Elementary School,81,50,61.73,6,7.41,56,69.14
3166,Rsu 20,Gladys Weymouth Elem School,112,42,37.5,9,8.04,51,45.54
3166,Rsu 20,Kermit S Nickerson School,84,64,76.19,9,10.71,73,86.9
3166,Rsu 20,Searsport District High School,182,96,52.75,21,11.54,117,64.29
3166,Rsu 20,Searsport District Middle School,166,91,54.82,23,13.86,114,68.67
3166,Rsu 20,Searsport Elementary,201,107,53.23,19,9.45,126,62.69
3166,Rsu 20,Stockton Springs Elementary Sch,62,38,61.29,4,6.45,42,67.74
3166,Rsu 20,Troy A Howard Middle School,400,195,48.75,23,5.75,218,54.5
1216,Rsu 22/Msad 22,Leroy H Smith School,318,149,46.86,35,11.01,184,57.86
1216,Rsu 22/Msad 22,Samuel L Wagner Middle School,125,42,33.6,9,7.2,51,40.8
1396,Sweetser Children'S Services,Belfast Crisis Unit,5,5,100,0,0,5,100
1396,Sweetser Children'S Services,Plymouth Farm Sis,5,5,100,0,0,5,100
1396,Sweetser Children'S Services,Sis Belfast,6,5,83.33,0,0,5,83.33
1001,Alexander School Department,Alexander Elementary,52,21,40.38,13,25,34,65.38
1009,Baileyville School Department,Woodland Elementary School,145,87,60,13,8.97,100,68.97
1009,Baileyville School Department,Woodland Jr-Sr High School,209,80,38.28,24,11.48,104,49.76
1014,Beals School Department,Beals Elementary School,50,26,52,8,16,34,68
1028,Calais School Department,Calais Elementary School,273,162,59.34,36,13.19,198,72.53
1028,Calais School Department,Calais Middle/High School,355,134,37.75,36,10.14,170,47.89
1035,Charlotte School Department,Charlotte Elementary School,42,20,47.62,2,4.76,22,52.38
3230,Cherryfield Public Schools,Cherryfield Elementary,105,63,60,6,5.71,69,65.71
3136,Cutler School Department,Bay Ridge Elementary,66,21,31.82,6,9.09,27,40.91
3129,East Machias School Department,Elm Street School-East Machias,189,97,51.32,22,11.64,119,62.96
1288,East Range Csd,East Range I I School,37,17,45.95,14,37.84,31,83.78
5603,Edmunds Consolodated School,Edmunds Consolidated School,51,19,37.25,6,11.76,25,49.02
1054,Eastport School Department,Eastport Elementary School,79,42,53.16,7,8.86,49,62.03
1054,Eastport School Department,Shead High School,116,68,58.62,15,12.93,83,71.55
1083,Jonesport School Department,Jonesport Elementary School,122,72,59.02,11,9.02,83,68.03
1082,Jonesboro School Department,Jonesboro Elementary School,53,38,71.7,8,15.09,46,86.79
3137,Machiasport School Department,Fort O'Brien School,55,38,69.09,5,9.09,43,78.18
1292,Moosabec Csd,Jonesport-Beals High School,58,28,48.28,5,8.62,33,56.9
1095,Machias School Department,Machias Memorial High School,128,40,31.25,12,9.38,52,40.63
1095,Machias School Department,Rose M Gaffney School,344,174,50.58,20,5.81,194,56.4
5099,N F I North,N.F.I. Stetson,8,5,62.5,0,0,5,62.5
1129,Perry School Department,Perry Elementary School,100,48,48,7,7,55,55
1136,Princeton School Department,Princeton Elementary School,115,67,58.26,7,6.09,74,64.35
1127,Pembroke School Department,Pembroke Elementary School,102,47,46.08,21,20.59,68,66.67
1272,Pleasant Point,Beatrice Rafferty School,114,88,77.19,10,8.77,98,85.96
1143,Robbinston School Department,Robbinston Grade School,48,28,58.33,1,2.08,29,60.42
3169,Rsu 24,Ella Lewis School,98,68,69.39,5,5.1,73,74.49
1231,Rsu 37/Msad 37,Daniel W Merritt School,148,90,60.81,21,14.19,111,75
1231,Rsu 37/Msad 37,Harrington Elementary School,164,98,59.76,25,15.24,123,75
1231,Rsu 37/Msad 37,Milbridge Elementary School,105,54,51.43,27,25.71,81,77.14
1231,Rsu 37/Msad 37,Narraguagus High School,221,102,46.15,14,6.33,116,52.49
1208,Rsu 84 /Msad 14,East Grand School,158,104,65.82,31,19.62,135,85.44
1213,Rsu 85/Msad 19,Lubec Consolidated School,93,82,88.17,4,4.3,86,92.47
1165,Vanceboro School Department,Vanceboro Elementary School,14,8,57.14,4,28.57,12,85.71
1336,Washington Academy,Washington Academy,431,106,24.59,29,6.73,135,31.32
1173,Wesley School Department,Wesley Elementary School,10,7,70,3,30,10,100
3138,Whiting School Department,Whiting Village School,43,20,46.51,0,0,20,46.51
1000,Acton School Department,Acton Elementary School,219,96,43.84,19,8.68,115,52.51
1016,Biddeford School Department,Biddeford High School,872,325,37.27,31,3.56,356,40.83
1016,Biddeford School Department,Biddeford Intermediate School,388,190,48.97,16,4.12,206,53.09
1016,Biddeford School Department,Biddeford Middle School,614,280,45.6,29,4.72,309,50.33
1016,Biddeford School Department,Biddeford Primary School,580,324,55.86,32,5.52,356,61.38
1016,Biddeford School Department,John F Kennedy Memorial School,221,135,61.09,7,3.17,142,64.25
5005,Good Shepard Parish Schools,St James School,201,12,5.97,6,2.99,18,8.96
1085,Kittery School Department,Horace Mitchell Primary School,412,109,26.46,53,12.86,162,39.32
1085,Kittery School Department,Robert W Traip Academy,324,78,24.07,25,7.72,103,31.79
1085,Kittery School Department,Shapleigh Middle School,440,104,23.64,45,10.23,149,33.86
5099,N F I North,N.F.I. Beacon House,8,8,100,0,0,8,100
1200,Rsu 06/ Msad 06,Bonny Eagle Middle School,934,340,36.4,93,9.96,433,46.36
1200,Rsu 06/ Msad 06,Buxton Center Elem,697,255,36.59,65,9.33,320,45.91
1200,Rsu 06/ Msad 06,H B Emery Jr Memorial School,191,104,54.45,23,12.04,127,66.49
1200,Rsu 06/ Msad 06,Hollis School,358,118,32.96,35,9.78,153,42.74
3167,Rsu 21,Kennebunk Elementary School,466,89,19.1,15,3.22,104,22.32
3167,Rsu 21,Kennebunk High School,734,114,15.53,24,3.27,138,18.8
3167,Rsu 21,Kennebunkport Consolidated Sch,198,39,19.7,10,5.05,49,24.75
3167,Rsu 21,Middle School Of The Kennebunks,504,74,14.68,15,2.98,89,17.66
3167,Rsu 21,Mildred L Day School,244,70,28.69,5,2.05,75,30.74
3167,Rsu 21,Sea Road School,234,39,16.67,8,3.42,47,20.09
3168,Rsu 23 Old Orchard/ Dayton/ Saco,C K Burns School,619,178,28.76,38,6.14,216,34.89
3168,Rsu 23 Old Orchard/ Dayton/ Saco,Dayton Consolidated School,138,21,15.22,9,6.52,30,21.74
3168,Rsu 23 Old Orchard/ Dayton/ Saco,Governor John Fairfield School,300,139,46.33,28,9.33,167,55.67
3168,Rsu 23 Old Orchard/ Dayton/ Saco,Jameson Elementary School,233,100,42.92,13,5.58,113,48.5
3168,Rsu 23 Old Orchard/ Dayton/ Saco,Loranger Middle School,307,132,43,18,5.86,150,48.86
3168,Rsu 23 Old Orchard/ Dayton/ Saco,Old Orchard Beach High School,274,95,34.67,23,8.39,118,43.07
3168,Rsu 23 Old Orchard/ Dayton/ Saco,Saco Middle School,775,204,26.32,41,5.29,245,31.61
3168,Rsu 23 Old Orchard/ Dayton/ Saco,Young School,288,56,19.44,24,8.33,80,27.78
1229,Rsu 35/Msad 35,Central School,452,78,17.26,13,2.88,91,20.13
1229,Rsu 35/Msad 35,Eliot Elementary School,287,54,18.82,13,4.53,67,23.34
1229,Rsu 35/Msad 35,Marshwood Great Works School,342,56,16.37,14,4.09,70,20.47
1229,Rsu 35/Msad 35,Marshwood High School,752,0,0,0,0,0,0
1229,Rsu 35/Msad 35,Marshwood Middle School,551,68,12.34,24,4.36,92,16.7
1249,Rsu 55/Msad 55,Cornish Elementary School,91,53,58.24,7,7.69,60,65.93
1251,Rsu 57/Msad 57,Alfred Elementary School,189,54,28.57,11,5.82,65,34.39
1251,Rsu 57/Msad 57,Line Elementary,298,140,46.98,25,8.39,165,55.37
1251,Rsu 57/Msad 57,Lyman Elementary School,264,77,29.17,28,10.61,105,39.77
1251,Rsu 57/Msad 57,Massabesic High School,1038,316,30.44,107,10.31,423,40.75
1251,Rsu 57/Msad 57,Massabesic Middle School,802,279,34.79,84,10.47,363,45.26
1251,Rsu 57/Msad 57,Shapleigh Memorial School,162,58,35.8,12,7.41,70,43.21
1251,Rsu 57/Msad 57,Waterboro Elementary School,525,207,39.43,51,9.71,258,49.14
1254,Rsu 60/Msad 60,Eric L Knowlton School,341,117,34.31,27,7.92,144,42.23
1254,Rsu 60/Msad 60,Lebanon School,436,165,37.84,45,10.32,210,48.17
1254,Rsu 60/Msad 60,Noble High School,968,285,29.44,91,9.4,376,38.84
1254,Rsu 60/Msad 60,Noble Middle School,431,160,37.12,49,11.37,209,48.49
1254,Rsu 60/Msad 60,North Berwick Elementary School,337,82,24.33,27,8.01,109,32.34
1254,Rsu 60/Msad 60,Vivian E Hussey Primary,553,164,29.66,38,6.87,202,36.53
1148,Sanford School Department,Carl J Lamb School,574,323,56.27,36,6.27,359,62.54
1148,Sanford School Department,Emerson School,136,110,80.88,10,7.35,120,88.24
1148,Sanford School Department,Lafayette School,95,71,74.74,3,3.16,74,77.89
1148,Sanford School Department,Margaret Chase Smith Sch.-Sanford,399,191,47.87,28,7.02,219,54.89
1148,Sanford School Department,Sanford High School,1082,483,44.64,53,4.9,536,49.54
1148,Sanford School Department,Sanford Jr High School,487,248,50.92,39,8.01,287,58.93
1148,Sanford School Department,Willard School,474,281,59.28,39,8.23,320,67.51
1401,St Thomas School,St Thomas School,141,7,4.96,8,5.67,15,10.64
1396,Sweetser Children'S Services,Sweetser Children'S Service,53,33,62.26,0,0,33,62.26
1293,Wells-Ogunquit Csd,Wells Elementary School,476,94,19.75,24,5.04,118,24.79
1293,Wells-Ogunquit Csd,Wells High School,435,85,19.54,33,7.59,118,27.13
1293,Wells-Ogunquit Csd,Wells Junior High School,444,67,15.09,26,5.86,93,20.95
1191,York School Department,Coastal Ridge Elementary,319,39,12.23,7,2.19,46,14.42
1191,York School Department,Village Elementary School-York,313,46,14.7,14,4.47,60,19.17
1191,York School Department,York High School,610,79,12.95,20,3.28,99,16.23
1191,York School Department,York Middle School,617,79,12.8,26,4.21,105,17.02
