dist-code,dist-name,name,enroll,free,free-percent,reduced,reduced-percent,eligible,eligible-percent
3157,Rsu 04,Oak Hill Middle School,367,163,44.41,23,6.27,186,50.68
3157,Rsu 04,Sabattus Primary School,191,101,52.88,13,6.81,114,59.69
3158,Rsu 05,Durham Elementary School,427,101,23.65,28,6.56,129,30.21
3163,Rsu 16,Bruce M Whittier Middle School,263,97,36.88,17,6.46,114,43.35
3163,Rsu 16,Elm Street School-Mechanic Falls,276,136,49.28,13,4.71,149,53.99
3163,Rsu 16,Minot Consolidated School,236,58,24.58,12,5.08,70,29.66
3163,Rsu 16,Poland Community School,467,152,32.55,36,7.71,188,40.26
3163,Rsu 16,Poland Regional H S,517,141,27.27,29,5.61,170,32.88
1246,Rsu 52/Msad 52,Greene Central School,365,115,31.51,25,6.85,140,38.36
1246,Rsu 52/Msad 52,Leavitt Area High School,595,159,26.72,59,9.92,218,36.64
1246,Rsu 52/Msad 52,Leeds Central School,203,82,40.39,11,5.42,93,45.81
1246,Rsu 52/Msad 52,Tripp Middle School,293,85,29.01,36,12.29,121,41.3
1246,Rsu 52/Msad 52,Turner Elementary School,200,64,32,13,6.5,77,38.5
1246,Rsu 52/Msad 52,Turner Primary School,342,110,32.16,29,8.48,139,40.64
3198,Rsu 73,Livermore Elementary School,437,248,56.75,28,6.41,276,63.16
3198,Rsu 73,Spurce Mt Hs South (Livermore Falls Hs),229,110,48.03,19,8.3,129,56.33
5728,Rumford Group Home,Turner Family Support,4,4,100,0,0,4,100
1375,Spurwink School Inc,Spurwink Services--Auburn,25,17,68,0,0,17,68
1360,St Dominic Academy,St Dominick Academy,267,8,3,7,2.62,15,5.62
1033,Caswell School Department,Dawn F Barnes Elementary Sch,42,28,66.67,3,7.14,31,73.81
5602,Connor Consolidated School,Connor Consolidated School,39,20,51.28,11,28.21,31,79.49
1053,Easton School Department,Easton Elementary School,112,62,55.36,8,7.14,70,62.5
1053,Easton School Department,Easton Junior-Senior High Sch,59,17,28.81,6,10.17,23,38.98
1097,Madawaska School Department,Madawaska Elementary School,269,84,31.23,29,10.78,113,42.01
1097,Madawaska School Department,Madawaska Middle/High School,260,77,29.62,32,12.31,109,41.92
1221,Msad 27,Eagle Lake Elem/Jr High School,77,36,46.75,4,5.19,40,51.95
1221,Msad 27,Fort Kent Community High School,323,135,41.8,39,12.07,174,53.87
1221,Msad 27,Fort Kent Elementary School,474,203,42.83,55,11.6,258,54.43
1221,Msad 27,St Francis Elementary School,56,23,41.07,3,5.36,26,46.43
1221,Msad 27,Wallagrass Elementary School,100,27,27,11,11,38,38
1116,New Sweden School Department,New Sweden Consolidated School,68,42,61.76,2,2.94,44,64.71
1386,Opportunity Training Center,Opportunity Training Center,34,20,58.82,4,11.76,24,70.59
1223,Rsu 29/Msad 29,Houlton Elementary School,413,244,59.08,30,7.26,274,66.34
1223,Rsu 29/Msad 29,Houlton High School,361,129,35.73,32,8.86,161,44.6
1223,Rsu 29/Msad 29,Houlton Junior High School,207,100,48.31,14,6.76,114,55.07
1223,Rsu 29/Msad 29,Houlton Southside School,279,134,48.03,30,10.75,164,58.78
1223,Rsu 29/Msad 29,Wellington School,58,40,68.97,4,6.9,44,75.86
1226,Rsu 32/Msad 32,Ashland District School,338,174,51.48,38,11.24,212,62.72
1227,Rsu 33/Msad 33,Dr Levesque Elementary School,121,47,38.84,12,9.92,59,48.76
1227,Rsu 33/Msad 33,Wisdom Middle High School,141,51,36.17,18,12.77,69,48.94
3174,Rsu 39,Caribou High School,523,188,35.95,25,4.78,213,40.73
3174,Rsu 39,Caribou Middle School,279,123,44.09,19,6.81,142,50.9
3174,Rsu 39,Hilltop Elementary School,301,153,50.83,19,6.31,172,57.14
3174,Rsu 39,Limestone Community School,255,173,67.84,16,6.27,189,74.12
3174,Rsu 39,Teague Park School,253,122,48.22,30,11.86,152,60.08
1236,Rsu 42/Msad 42,Central Aroostook Jr-Sr H S,206,72,34.95,27,13.11,99,48.06
1236,Rsu 42/Msad 42,Fort Street School,237,95,40.08,17,7.17,112,47.26
1239,Rsu 45/Msad 45,Washburn District Elem School,264,145,54.92,27,10.23,172,65.15
1239,Rsu 45/Msad 45,Washburn District High School,115,39,33.91,18,15.65,57,49.57
3199,Rsu 50,So Aroostook Csd School,382,205,53.66,57,14.92,262,68.59
1262,Rsu 70/Msad 70,Mill Pond School,356,207,58.15,53,14.89,260,73.03
1262,Rsu 70/Msad 70,Sad 70 Hodgdon High School,157,76,48.41,15,9.55,91,57.96
1196,Rsu 79/Msad 01,Eva Hoyt Zippel School,304,145,47.7,26,8.55,171,56.25
1196,Rsu 79/Msad 01,Mapleton Elementary School,211,73,34.6,11,5.21,84,39.81
1196,Rsu 79/Msad 01,Pine Street Elementary School,339,168,49.56,14,4.13,182,53.69
1196,Rsu 79/Msad 01,Presque Isle High School,559,180,32.2,65,11.63,245,43.83
1196,Rsu 79/Msad 01,Presque Isle Middle School,430,167,38.84,44,10.23,211,49.07
1214,Rsu 86/Msad 20,Fort Fairfield Elementary School,270,146,54.07,13,4.81,159,58.89
1214,Rsu 86/Msad 20,Fort Fairfield Middle/High School,279,114,40.86,26,9.32,140,50.18
1218,Rsu 88/Msad 24,Van Buren District Secondary Sch,95,39,41.05,7,7.37,46,48.42
1218,Rsu 88/Msad 24,Van Buren Elementary School,217,132,60.83,14,6.45,146,67.28
1187,Woodland School Department,Woodland Consolidated Sch,140,66,47.14,12,8.57,78,55.71
1296,Arthur R. Gould Sch--Lcydc,Arthur R. Gould Sch--Lcydc,101,101,100,0,0,101,100
5027,Becket Family Of Services,Becket - Gorham,7,7,100,0,0,7,100
1026,Brunswick School Department,Brunswick High School,847,191,22.55,45,5.31,236,27.86
1026,Brunswick School Department,Brunswick Jr High School,520,139,26.73,30,5.77,169,32.5
1026,Brunswick School Department,Coffin School,332,0,0,20,6.02,20,6.02
1026,Brunswick School Department,Harriet Beecher Stowe Elementary School,646,204,31.58,32,4.95,236,36.53
1029,Cape Elizabeth School Department,Cape Elizabeth High School,547,43,7.86,6,1.1,49,8.96
1029,Cape Elizabeth School Department,Cape Elizabeth Middle School,556,34,6.12,4,0.72,38,6.83
1029,Cape Elizabeth School Department,Pond Cove Elementary,508,32,6.3,2,0.39,34,6.69
1057,Falmouth School Department,Falmouth Elemetary School,911,59,6.48,13,1.43,72,7.9
1057,Falmouth School Department,Falmouth High School,731,34,4.65,12,1.64,46,6.29
1057,Falmouth School Department,Falmouth Middle School,498,20,4.02,7,1.41,27,5.42
1065,Gorham School Department,Gorham High School,917,162,17.67,18,1.96,180,19.63
1065,Gorham School Department,Gorham Middle School,649,120,18.49,11,1.69,131,20.18
1065,Gorham School Department,Great Falls Elementary School,532,133,25,6,1.13,139,26.13
1065,Gorham School Department,Narragansett Elementary School,261,71,27.2,6,2.3,77,29.5
1065,Gorham School Department,Village Elementary School-Gorham,446,85,19.06,9,2.02,94,21.08
1408,Holy Cross School S Portland,Holy Cross School-S Portland,145,22,15.17,1,0.69,23,15.86
1135,Long Island School Department,Long Island Elementary School,17,1,5.88,3,17.65,4,23.53
1297,Me Educational Ctr For The Deaf & Hard Of Hearing,Governor Baxter School For The Deaf,85,39,45.88,4,4.71,43,50.59
5099,N F I North,N.F.I. Bridge Crossing,12,6,50,0,0,6,50
1134,Portland Public Schools,Casco Bay High School,279,109,39.07,16,5.73,125,44.8
1134,Portland Public Schools,Deering High School,950,463,48.74,32,3.37,495,52.11
1134,Portland Public Schools,East End Community School,426,301,70.66,12,2.82,313,73.47
1134,Portland Public Schools,Fred P Hall School,439,158,35.99,13,2.96,171,38.95
1134,Portland Public Schools,Harrison Lyseth Elem School,531,181,34.09,11,2.07,192,36.16
1134,Portland Public Schools,Howard C Reiche Community Sch,359,246,68.52,10,2.79,256,71.31
1134,Portland Public Schools,King Middle School,530,265,50,22,4.15,287,54.15
1134,Portland Public Schools,Lincoln Middle School,472,205,43.43,24,5.08,229,48.52
1134,Portland Public Schools,Longfellow School-Portland,384,90,23.44,11,2.86,101,26.3
1134,Portland Public Schools,Lyman Moore Middle School,487,246,50.51,19,3.9,265,54.41
1134,Portland Public Schools,Ocean Avenue School,447,219,48.99,27,6.04,246,55.03
1134,Portland Public Schools,Peaks Island School,61,9,14.75,3,4.92,12,19.67
1134,Portland Public Schools,Portland High School,925,456,49.3,32,3.46,488,52.76
1134,Portland Public Schools,Presumpscot School,277,196,70.76,15,5.42,211,76.17
1134,Portland Public Schools,Riverton School,436,315,72.25,16,3.67,331,75.92
3158,Rsu 05,Freeport High School,542,74,13.65,28,5.17,102,18.82
3158,Rsu 05,Freeport Middle School,303,62,20.46,13,4.29,75,24.75
3158,Rsu 05,Mast Landing School,285,68,23.86,9,3.16,77,27.02
3158,Rsu 05,Morse Street School,281,57,20.28,9,3.2,66,23.49
3158,Rsu 05,Pownal Elementary School,76,14,18.42,2,2.63,16,21.05
1200,Rsu 06/ Msad 06,Bonny Eagle High School,1193,409,34.28,66,5.53,475,39.82
1200,Rsu 06/ Msad 06,Edna Libby Elementary School,294,116,39.46,16,5.44,132,44.9
1200,Rsu 06/ Msad 06,George E Jack School,199,68,34.17,18,9.05,86,43.22
1200,Rsu 06/ Msad 06,Steep Falls Elementary School,113,37,32.74,5,4.42,42,37.17
3162,Rsu 14 Raymond/Windham,Jordan-Small Middle School,197,52,26.4,13,6.6,65,32.99
3162,Rsu 14 Raymond/Windham,Manchester School,395,117,29.62,29,7.34,146,36.96
3162,Rsu 14 Raymond/Windham,Raymond Elementary School,223,68,30.49,13,5.83,81,36.32
3162,Rsu 14 Raymond/Windham,Windham High School,1083,293,27.05,48,4.43,341,31.49
3162,Rsu 14 Raymond/Windham,Windham Middle School,595,182,30.59,41,6.89,223,37.48
3162,Rsu 14 Raymond/Windham,Windham Primary School,818,258,31.54,28,3.42,286,34.96
1209,Rsu 15/Msad 15,Burchard A Dunn School,344,121,35.17,23,6.69,144,41.86
1209,Rsu 15/Msad 15,Gray-New Gloucester High School,577,137,23.74,43,7.45,180,31.2
1209,Rsu 15/Msad 15,Gray-New Gloucester Middle School,637,181,28.41,49,7.69,230,36.11
1209,Rsu 15/Msad 15,Memorial School,226,73,32.3,11,4.87,84,37.17
1209,Rsu 15/Msad 15,Russell School,291,87,29.9,19,6.53,106,36.43
1211,Rsu 17/Msad 17,Harrison Elementary,151,88,58.28,17,11.26,105,69.54
1245,Rsu 51/Msad 51,Greely High School,706,42,5.95,28,3.97,70,9.92
1245,Rsu 51/Msad 51,Greely Middle School,511,41,8.02,14,2.74,55,10.76
1245,Rsu 51/Msad 51,Mabel I Wilson School,576,51,8.85,8,1.39,59,10.24
1245,Rsu 51/Msad 51,North Yarmouth Memorial School,302,26,8.61,5,1.66,31,10.26
1249,Rsu 55/Msad 55,Baldwin Consolidated School,83,29,34.94,16,19.28,45,54.22
1255,Rsu 61/Msad 61,Lake Region High School,553,205,37.07,43,7.78,248,44.85
1255,Rsu 61/Msad 61,Lake Region Middle School,389,170,43.7,27,6.94,197,50.64
1255,Rsu 61/Msad 61,Sebago Elementary School,83,35,42.17,4,4.82,39,46.99
1255,Rsu 61/Msad 61,Songo Locks School,470,209,44.47,18,3.83,227,48.3
1255,Rsu 61/Msad 61,Stevens Brook School,290,148,51.03,21,7.24,169,58.28
1266,Rsu 75/Msad 75,Harpswell Islands School,172,64,37.21,17,9.88,81,47.09
1149,Scarborough School Department,Benjamin Wentworth Intermediate,740,99,13.38,30,4.05,129,17.43
1149,Scarborough School Department,Blue Point School,226,26,11.5,5,2.21,31,13.72
1149,Scarborough School Department,Eight Corners Elementary School,247,48,19.43,9,3.64,57,23.08
1149,Scarborough School Department,Pleasant Hill School,154,18,11.69,2,1.3,20,12.99
1149,Scarborough School Department,Scarborough High School,1050,99,9.43,32,3.05,131,12.48
1149,Scarborough School Department,Scarborough Middle School,805,94,11.68,25,3.11,119,14.78
1155,South Portland School Department,Daniel F. Mahoney Middle School,305,105,34.43,17,5.57,122,40
1155,South Portland School Department,Dora L Small Elementary School,346,75,21.68,14,4.05,89,25.72
1155,South Portland School Department,Dyer Elementary School,290,50,17.24,7,2.41,57,19.66
1155,South Portland School Department,Frank I Brown Elementary School,318,99,31.13,12,3.77,111,34.91
1155,South Portland School Department,James Otis Kaler Elementary School,217,115,53,21,9.68,136,62.67
1155,South Portland School Department,Memorial Middle School,395,110,27.85,26,6.58,136,34.43
1155,South Portland School Department,South Portland High School,873,259,29.67,56,6.41,315,36.08
1155,South Portland School Department,Waldo T Skillin Elementary School,391,180,46.04,21,5.37,201,51.41
1375,Spurwink School Inc,Spurwink-Cummings School,50,34,68,1,2,35,70
3148,St Brigid School,St Brigid School,379,24,6.33,1,0.26,25,6.6
1175,Westbrook School Department,Congin School,385,155,40.26,23,5.97,178,46.23
1175,Westbrook School Department,Oxford-Cumberland Canal School,315,184,58.41,21,6.67,205,65.08
1175,Westbrook School Department,Saccarappa School,328,201,61.28,22,6.71,223,67.99
1175,Westbrook School Department,Westbrook High School,712,256,35.96,66,9.27,322,45.22
1175,Westbrook School Department,Westbrook Middle School,773,361,46.7,68,8.8,429,55.5
1190,Yarmouth Schools,Frank H Harrison Middle School,443,33,7.45,12,2.71,45,10.16
1190,Yarmouth Schools,William H Rowe School,191,21,10.99,4,2.09,25,13.09
1190,Yarmouth Schools,Yarmouth Elementary School,329,30,9.12,8,2.43,38,11.55
1190,Yarmouth Schools,Yarmouth High School,496,36,7.26,6,1.21,42,8.47
5703,Youth Alternatives,Y.I. Edgewood,6,5,83.33,0,0,5,83.33
3229,Eustis Public Schools,Stratton Elementary School,80,31,38.75,5,6.25,36,45
1203,Rsu 09/ Msad 09,Academy Hill School,186,92,49.46,18,9.68,110,59.14
1203,Rsu 09/ Msad 09,Cape Cod Hill Elem School,202,90,44.55,17,8.42,107,52.97
1203,Rsu 09/ Msad 09,Cascade Brook School,260,103,39.62,25,9.62,128,49.23
1203,Rsu 09/ Msad 09,Gerald D Cushing School,186,109,58.6,12,6.45,121,65.05
1203,Rsu 09/ Msad 09,Mt Blue High School,725,253,34.9,76,10.48,329,45.38
1203,Rsu 09/ Msad 09,Mt Blue Middle School,332,151,45.48,31,9.34,182,54.82
1203,Rsu 09/ Msad 09,W G Mallett School,436,215,49.31,26,5.96,241,55.28
1252,Rsu 58/ Msad 58,Kingfield Elementary School,143,67,46.85,14,9.79,81,56.64
1252,Rsu 58/ Msad 58,Mt Abram Regional High School,241,106,43.98,36,14.94,142,58.92
1252,Rsu 58/ Msad 58,Phillips Elementary School,172,93,54.07,34,19.77,127,73.84
1252,Rsu 58/ Msad 58,Strong Elementary School,174,80,45.98,29,16.67,109,62.64
3198,Rsu 73,Jay Elementary School,328,168,51.22,16,4.88,184,56.1
3198,Rsu 73,Spruce Mountain Hs North Campus (Jay Hs),284,122,42.96,28,9.86,150,52.82
3198,Rsu 73,Spruce Mountain Middle (Was Jay Middle),381,198,51.97,24,6.3,222,58.27
3184,Rsu 78 (Rangeley Area),Rangeley Lakes Regional School,201,68,33.83,12,5.97,80,39.8
1284,Airline Csd,Airline Community School,37,15,40.54,3,8.11,18,48.65
1012,Bar Harbor School Department,Conners-Emerson School,418,48,11.48,8,1.91,56,13.4
1017,Blue Hill School Department,Blue Hill Consolidated School,250,76,30.4,37,14.8,113,45.2
1024,Brooklin School Department,Brooklin School,49,14,28.57,4,8.16,18,36.73
1025,Brooksville School Department,Brooksville Elementary School,68,25,36.76,5,7.35,30,44.12
1032,Castine School Department,Adams School,53,13,24.53,3,5.66,16,30.19
1046,Dedham School Department,Dedham School,179,40,22.35,5,2.79,45,25.14
1289,Deer Isle-Stonington Csd,Deer Isle-Stonington Elementary Sch,220,96,43.64,31,14.09,127,57.73
1289,Deer Isle-Stonington Csd,Deer Isle-Stonington High Sch,113,44,38.94,14,12.39,58,51.33
1339,Kids Peace New England,Kids Peace New England,37,27,72.97,2,5.41,29,78.38
1112,Mount Desert School Department,Mt Desert Elementary School,183,19,10.38,5,2.73,24,13.11
1283,Mount Desert (High School),Mt Desert Island High School,518,103,19.88,27,5.21,130,25.1
1267,Msad 76,Swans Island Elementary School,34,20,58.82,5,14.71,25,73.53
1125,Otis School Department,Beech Hill School - Otis,77,42,54.55,9,11.69,51,66.23
1128,Penobscot School Department,Penobscot Elementary School,70,31,44.29,5,7.14,36,51.43
3169,Rsu 24,Cave Hill School,95,36,37.89,13,13.68,49,51.58
3169,Rsu 24,Ellsworth Elementary-Middle School,830,285,34.34,50,6.02,335,40.36
3169,Rsu 24,Ellsworth High School,554,156,28.16,35,6.32,191,34.48
3169,Rsu 24,Hancock Grammar School,208,93,44.71,16,7.69,109,52.4
3169,Rsu 24,Lamoine Consolidated School,102,40,39.22,4,3.92,44,43.14
3169,Rsu 24,Mountain View School,264,139,52.65,33,12.5,172,65.15
3169,Rsu 24,Peninsula Csd School,208,115,55.29,12,5.77,127,61.06
3169,Rsu 24,Sumner Memorial High School,240,118,49.17,24,10,142,59.17
3170,Rsu 25,Bucksport High School,319,110,34.48,15,4.7,125,39.18
3170,Rsu 25,Bucksport Middle School,308,154,50,36,11.69,190,61.69
3170,Rsu 25,G Herbert Jewett School,184,126,68.48,10,5.43,136,73.91
3170,Rsu 25,Miles Lane School,312,128,41.03,19,6.09,147,47.12
1156,Southwest Harbor School Department,Pemetic Elementary School,148,40,27.03,5,3.38,45,30.41
1159,Surry School Department,Surry Elementary School,102,41,40.2,4,3.92,45,44.12
1150,Sedgwick School Department,Sedgwick Elementary School,93,53,56.99,9,9.68,62,66.67
1162,Tremont School Department,Tremont Consolidated School,118,40,33.9,8,6.78,48,40.68
1163,Trenton School Department,Trenton Elementary School,110,47,42.73,15,13.64,62,56.36
1008,Augusta Public Schools,Cony High School,1045,433,41.44,81,7.75,514,49.19
1008,Augusta Public Schools,Farrington School,387,250,64.6,24,6.2,274,70.8
1008,Augusta Public Schools,Lillian Parks Hussey School,231,117,50.65,18,7.79,135,58.44
1008,Augusta Public Schools,Lincoln School,289,186,64.36,15,5.19,201,69.55
1008,Augusta Public Schools,Sylvio J Gilbert School,380,225,59.21,24,6.32,249,65.53
5027,Becket Family Of Services,Becket - Litchfield,10,10,100,0,0,10,100
5027,Becket Family Of Services,Belgrade House,12,12,100,0,0,12,100
5027,Becket Family Of Services,Central Maine Learning Center,50,50,100,0,0,50,100
1332,Erskine Academy,Erskine Academy,600,120,20,54,9,174,29
1058,Fayette School Department,Fayette Central School,73,21,28.77,7,9.59,28,38.36
1415,Mount Merici School,Mount Merici School,191,11,5.76,7,3.66,18,9.42
5099,N F I North,N.F.I. Sidney Riverbend,8,3,37.5,0,0,3,37.5
3156,Rsu 02 Kennebec Intra-District,Hall-Dale Elementary School,325,115,35.38,23,7.08,138,42.46
3156,Rsu 02 Kennebec Intra-District,Hall-Dale High School,326,97,29.75,20,6.13,117,35.89
3156,Rsu 02 Kennebec Intra-District,Hall-Dale Middle School,210,75,35.71,6,2.86,81,38.57
3156,Rsu 02 Kennebec Intra-District,Henry L Cottrell School,228,75,32.89,6,2.63,81,35.53
3156,Rsu 02 Kennebec Intra-District,Monmouth Academy,229,58,25.33,14,6.11,72,31.44
3156,Rsu 02 Kennebec Intra-District,Monmouth Middle School,260,84,32.31,13,5,97,37.31
3157,Rsu 04,Carrie Ricker Middle School,325,152,46.77,22,6.77,174,53.54
3157,Rsu 04,Libby-Tozier School,188,91,48.4,15,7.98,106,56.38
1205,Rsu 11/Msad 11,Gardiner Area High School,613,192,31.32,41,6.69,233,38.01
1205,Rsu 11/Msad 11,Gardiner Regional Middle School,473,199,42.07,35,7.4,234,49.47
1205,Rsu 11/Msad 11,Helen Thompson School,262,96,36.64,11,4.2,107,40.84
1205,Rsu 11/Msad 11,Laura E Richards School,200,114,57,7,3.5,121,60.5
1205,Rsu 11/Msad 11,Pittston Consolidated School,187,70,37.43,15,8.02,85,45.45
1205,Rsu 11/Msad 11,River View Community School,184,97,52.72,4,2.17,101,54.89
1205,Rsu 11/Msad 11,Teresa C Hamlin Elem School,82,44,53.66,5,6.1,49,59.76
3160,Rsu 12 Sheepscot Valley Regional School Unit,Chelsea Elementary School,237,105,44.3,22,9.28,127,53.59
3160,Rsu 12 Sheepscot Valley Regional School Unit,Windsor Elementary School,322,155,48.14,31,9.63,186,57.76
3164,Rsu 18,Belgrade Central School,317,125,39.43,19,5.99,144,45.43
3164,Rsu 18,China Middle School,216,95,43.98,19,8.8,114,52.78
3164,Rsu 18,China Primary School,269,129,47.96,15,5.58,144,53.53
3164,Rsu 18,James H Bean School,321,95,29.6,23,7.17,118,36.76
3164,Rsu 18,Messalonskee High School,789,216,27.38,60,7.6,276,34.98
3164,Rsu 18,Messalonskee Middle School,530,174,32.83,53,10,227,42.83
3164,Rsu 18,Ralph M Atwood Primary School,244,126,51.64,21,8.61,147,60.25
3164,Rsu 18,Williams Elementary School,200,96,48,21,10.5,117,58.5
3173,Rsu 38,Manchester Elementary School,173,45,26.01,5,2.89,50,28.9
3173,Rsu 38,Maranacook Community High Sch,408,88,21.57,34,8.33,122,29.9
3173,Rsu 38,Maranacook Community Middle Sch,289,81,28.03,23,7.96,104,35.99
3173,Rsu 38,Mt Vernon Elementary School,132,56,42.42,8,6.06,64,48.48
3173,Rsu 38,Phoenix Academy,14,14,100,0,0,14,100
3173,Rsu 38,Readfield Elementary School,166,48,28.92,17,10.24,65,39.16
3173,Rsu 38,Wayne Elementary School,71,27,38.03,4,5.63,31,43.66
1243,Rsu 49/Msad 49,Albion Elementary School,146,83,56.85,17,11.64,100,68.49
1243,Rsu 49/Msad 49,Benton Elementary School,668,328,49.1,67,10.03,395,59.13
1243,Rsu 49/Msad 49,Clinton Elementary School,277,173,62.45,18,6.5,191,68.95
1375,Spurwink School Inc,Spurwink School--Chelsea,50,40,80,3,6,43,86
1166,Vassalboro School Department,Vassalboro Community School,436,216,49.54,25,5.73,241,55.28
1170,Waterville Public Schools,Albert S Hall School,228,142,62.28,18,7.89,160,70.18
1170,Waterville Public Schools,George J Mitchell School,528,335,63.45,25,4.73,360,68.18
1170,Waterville Public Schools,Waterville Junior High School,399,218,54.64,19,4.76,237,59.4
1170,Waterville Public Schools,Waterville Senior High School,609,282,46.31,48,7.88,330,54.19
1185,Winthrop Public Schools,Winthrop Grade School,396,145,36.62,21,5.3,166,41.92
1185,Winthrop Public Schools,Winthrop High School,249,62,24.9,15,6.02,77,30.92
1185,Winthrop Public Schools,Winthrop Middle School,187,53,28.34,9,4.81,62,33.16
1183,Winslow Schools,Winslow Elementary School,496,240,48.39,40,8.06,280,56.45
1183,Winslow Schools,Winslow High School,469,170,36.25,41,8.74,211,44.99
1183,Winslow Schools,Winslow Junior High School,318,120,37.74,28,8.81,148,46.54
1004,Appleton School Department,Appleton Village School,141,42,29.79,22,15.6,64,45.39
1294,Five Town Csd,Camden Hills Regional H S,665,174,26.17,38,5.71,212,31.88
1077,Hope School Department,Hope Elementary School,175,44,25.14,12,6.86,56,32
1202,Rsu 08/Msad 08,Vinalhaven School,185,68,36.76,22,11.89,90,48.65
3161,Rsu 13,Cushing Community School,76,30,39.47,9,11.84,39,51.32
3161,Rsu 13,Gilford Butler School,82,29,35.37,3,3.66,32,39.02
3161,Rsu 13,Lura Libby School,172,97,56.4,9,5.23,106,61.63
3161,Rsu 13,Oceanside High School East,484,219,45.25,42,8.68,261,53.93
3161,Rsu 13,Oceanside High School West,299,156,52.17,20,6.69,176,58.86
3161,Rsu 13,Owls Head Central School,78,27,34.62,8,10.26,35,44.87
3161,Rsu 13,Rockland District Middle School,186,98,52.69,11,5.91,109,58.6
3161,Rsu 13,South School,298,196,65.77,12,4.03,208,69.8
3161,Rsu 13,St George School,178,85,47.75,28,15.73,113,63.48
3161,Rsu 13,Thomaston Grammar School,117,52,44.44,11,9.4,63,53.85
1222,Rsu 28/Msad 28,Camden-Rockport Middle School,359,93,25.91,23,6.41,116,32.31
1222,Rsu 28/Msad 28,Rockport Elementary School,370,105,28.38,14,3.78,119,32.16
1234,Rsu 40/Msad 40,Friendship Village School,108,55,50.93,4,3.7,59,54.63
1234,Rsu 40/Msad 40,Prescott Memorial School,99,45,45.45,17,17.17,62,62.63
1234,Rsu 40/Msad 40,Union Elementary,108,46,42.59,6,5.56,52,48.15
1234,Rsu 40/Msad 40,Warren Community School,355,170,47.89,45,12.68,215,60.56
1329,Wayfinder Schools (Community School),Community School,8,18,225,0,0,18,225
3178,Aos 93 Central Lincoln County School System,Bristol Consolidated School,188,73,38.83,11,5.85,84,44.68
3178,Aos 93 Central Lincoln County School System,Great Salt Bay Community School,414,145,35.02,24,5.8,169,40.82
3178,Aos 93 Central Lincoln County School System,Jefferson Village School,168,66,39.29,21,12.5,87,51.79
3178,Aos 93 Central Lincoln County School System,Nobleboro Central School,124,69,55.65,20,16.13,89,71.77
3178,Aos 93 Central Lincoln County School System,South Bristol Elementary School,66,23,34.85,7,10.61,30,45.45
1281,Boothbay-Boothbay Hbr Csd,Boothbay Region Elem School,399,145,36.34,33,8.27,178,44.61
1281,Boothbay-Boothbay Hbr Csd,Boothbay Region High School,233,75,32.19,19,8.15,94,40.34
1055,Edgecomb School Department,Edgecomb Eddy School,82,28,34.15,5,6.1,33,40.24
1364,Lincoln Academy,Lincoln Academy,530,125,23.58,29,5.47,154,29.06
3156,Rsu 02 Kennebec Intra-District,Dresden Elementary School,85,46,54.12,2,2.35,48,56.47
3160,Rsu 12 Sheepscot Valley Regional School Unit,Whitefield Elementary School,198,83,41.92,19,9.6,102,51.52
3160,Rsu 12 Sheepscot Valley Regional School Unit,Wiscasset High School,211,82,38.86,18,8.53,100,47.39
3160,Rsu 12 Sheepscot Valley Regional School Unit,Wiscasset Middle School,184,95,51.63,22,11.96,117,63.59
